Tid HomeOwner MaritalStatus AnnualIncome DefaultedBorrower 
1 true Divorced 180 false
2 true Divorced 174 false
3 false Single 153 false
4 false Married 110 true
5 false Divorced 187 true
6 false Married 17 false
7 false Single 64 true
8 false Single 1 true
9 true Married 39 false
10 false Single 107 false
11 false Single 91 true
12 false Divorced 7 false
13 true Married 24 false
14 true Divorced 4 false
15 true Married 50 false
16 true Divorced 14 false
17 true Married 138 false
18 true Divorced 58 true
19 false Single 162 false
20 false Single 150 true
21 true Married 165 false
22 true Single 43 true
23 true Single 194 true
24 false Married 141 false
25 false Married 120 true
26 false Divorced 151 false
27 false Married 1 false
28 false Single 144 false
29 false Single 8 true
30 false Married 42 false
31 false Divorced 181 false
32 false Married 191 false
33 true Single 133 true
34 false Divorced 109 false
35 true Single 180 true
36 false Divorced 193 false
37 true Divorced 165 true
38 true Married 37 true
39 true Divorced 29 false
40 true Divorced 35 true
41 true Married 45 true
42 true Divorced 48 true
43 true Single 119 true
44 false Married 92 true
45 true Single 86 true
46 false Single 39 false
47 false Married 40 false
48 false Married 67 true
49 false Married 37 false
50 false Married 134 false
51 false Single 190 false
52 true Married 174 false
53 false Single 48 false
54 true Divorced 68 false
55 false Single 97 true
56 true Divorced 148 false
57 false Single 119 true
58 true Divorced 161 false
59 true Single 62 true
60 false Married 147 false
61 true Single 160 true
62 true Single 178 true
63 true Married 68 false
64 true Single 97 false
65 true Divorced 137 true
66 true Divorced 94 true
67 true Single 57 false
68 false Single 190 false
69 true Single 153 false
70 false Divorced 91 true
71 true Married 37 false
72 false Single 47 false
73 true Divorced 38 false
74 true Single 192 false
75 false Divorced 173 false
76 true Married 44 false
77 false Single 47 true
78 false Divorced 76 true
79 true Single 192 false
80 true Divorced 18 true
81 false Married 122 false
82 true Single 180 false
83 false Single 109 true
84 true Married 0 true
85 true Single 158 true
86 false Divorced 112 true
87 true Married 18 true
88 false Divorced 93 false
89 true Single 89 false
90 false Single 102 true
91 true Divorced 189 false
92 false Single 192 false
93 false Divorced 138 false
94 true Single 116 true
95 true Married 13 true
96 false Married 14 false
97 false Single 23 true
98 false Divorced 145 true
99 false Divorced 25 true
100 true Single 30 false
