Tid HomeOwner MaritalStatus AnnualIncome DefaultedBorrower 
1 true Divorced 180 false
2 true Divorced 174 false
3 false Single 153 false
4 false Married 110 true
5 false Divorced 187 true
6 false Married 17 false
7 false Single 64 true
8 false Single 1 true
9 true Married 39 false
10 false Single 107 false
11 false Single 91 true
12 false Divorced 7 false
13 true Married 24 false
14 true Divorced 4 false
15 true Married 50 false
16 true Divorced 14 false
17 true Married 138 false
18 true Divorced 58 true
19 false Single 162 false
20 false Single 150 true
21 true Married 165 false
22 true Single 43 true
23 true Single 194 true
24 false Married 141 false
25 false Married 120 true
26 false Divorced 151 false
27 false Married 1 false
28 false Single 144 false
29 false Single 8 true
30 false Married 42 false
31 false Divorced 181 false
32 false Married 191 false
33 true Single 133 true
34 false Divorced 109 false
35 true Single 180 true
36 false Divorced 193 false
37 true Divorced 165 true
38 true Married 37 true
39 true Divorced 29 false
40 true Divorced 35 true
41 true Married 45 true
42 true Divorced 48 true
43 true Single 119 true
44 false Married 92 true
45 true Single 86 true
46 false Single 39 false
47 false Married 40 false
48 false Married 67 true
49 false Married 37 false
50 false Married 134 false
